StartDate,EndDate,CONTINUE_STUDY,DELETE_CONTROL,DELETE_TREATMENT,K1,K2,K3,K4,K5,Q1,Q2,Q3,ATT1,Q5,Q6,Q7,Q8,Q1,Q2,ATT2,Q4,Q5,Q6,Q7,Q8,Q1,Q2,Q3,Q4,ATT3,Q6,Q7,SC0,SC1,PROLIFIC_PID,HistoryCheck,Knowledge Score,Attention Score
2026-03-20 22:35:03,2026-03-20 23:20:27,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,5,3,294766bf2571205363d99b607ff891c63f7518104193c21d173e432e556995be,Pass,5,3
2026-03-20 22:39:13,2026-03-20 23:21:07,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,5,3,1ebfde1ab32ef88a10aeaf7220be8a09286ec4c44bd80b8820e0b440c1ba6495,Pass,5,3
2026-03-20 23:35:41,2026-03-21 0:16:10,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly Disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat disagree,5,3,0ce1ffc577ccc7365e30ff47c25dc98aea57ae10712ec3d6408ec524e81bcda5,No File,5,3
2026-03-21 4:15:27,2026-03-21 5:02:33,Yes,,Yes,Video B (right),Video B (right),Video B (right),Video A (left),Video A (left),Agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat disagree,4,3,9e3fac510b0bd1455e4e1b322b5098b3f518755b59df530bda32964063bb6b17,No JSON,4,3
2026-03-21 4:54:50,2026-03-21 5:33:09,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,5,3,1ebd73cfa06073fe480b00c8d52d11560140a890cee30da2394235c9474dbc7b,Pass,5,3
2026-03-21 5:37:37,2026-03-21 6:25:29,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Strongly Disagree,Agree,Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,5,3,6988b490b261da424dff791037b21f583e9222d238167fedb832c11141343eb1,Pass,5,3
2026-03-21 5:30:37,2026-03-21 6:33:00,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video B (right),Video A (left),Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,4,3,4045862e371a609bee12cf93413dc2666f6dfa1c0dafb772ea69c6d1c09fa70b,No File,4,3
2026-03-21 11:38:57,2026-03-21 12:16:51,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat agree,Disagree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,5,3,34f4c330e2dfbbb1ba439434390276676a05d3c6cb222b9244b1a66ecdc401f0,Pass,5,3
2026-03-21 11:57:23,2026-03-21 12:25:38,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,5,3,53b2d7f2a05cd6a44b909c30788d8cade67c41a924892bfec5409809f7608beb,Pass,5,3
2026-03-21 12:19:04,2026-03-21 12:59:52,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video B (right),Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Disagree,Neither agree nor disagree,Disagree,Disagree,4,3,3987c615857edd5c0dd091db195e5d66cf1abd409d0527c44157961dc2ea0c70,Pass,4,3
2026-03-21 12:30:06,2026-03-21 13:10:24,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,5,3,51143658a3dc1cc103e904ee76c8c7da1be077be2faf034221777e4f0d346877,Pass,5,3
2026-03-21 15:15:35,2026-03-21 15:51:14,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly Disagree,Disagree,Somewhat disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Somewhat agree,5,3,3d3f24e231c26f38cb1465ba72f324391348f69774f157a2c3390fb7b119ef99,Pass,5,3
2026-03-21 17:38:50,2026-03-21 18:38:38,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Disagree,5,3,cc85784763688bafafe563e5ef8bb0c987470664c21a2dc37459b40565f661be,Pass,5,3
2026-03-22 1:33:57,2026-03-22 2:14:33,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Strongly agree,Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,5,3,d54ce184f0ef86a1ef1843473152a0d69a9b8d769f248475e163761b91417323,Pass,5,3
2026-03-22 3:09:20,2026-03-22 3:51:42,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,5,3,9b5ad57cc48c6eb312fcdffacb865da868045e61b7a89e28aef99553da577537,No File,5,3
2026-03-22 6:11:25,2026-03-22 7:14:51,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,5,3,f51c05240aa1a76c8a3700191f4df67c9275bfacf1fa5a26372bce99f717d23e,No File,5,3
2026-03-22 9:50:11,2026-03-22 10:31:01,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,5,3,492f0f9ca1ae7fd2d613ef9fd185601a969cdac3b12f345ef8ff24be661f4245,No File,5,3
2026-03-22 14:12:39,2026-03-22 14:59:00,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,5,3,f8635c78a622f61291620c1d57095b79682c9099e71e65cb05c93e43fa44af97,No File,5,3
2026-03-22 18:16:16,2026-03-22 19:00:52,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,5,3,d95358351041d336fbb5f01e892385ff3b04cff76be0a56381c17d83d7e29893,Pass,5,3
2026-04-10 12:13:16,2026-04-10 12:51:42,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,5,3,68de9b1ae5ebf45369dbe440f0459392ed39369dba2ba408b695fd92b72d4814,Pass,5,3
2026-04-10 12:11:51,2026-04-10 12:54:56,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Strongly Disagree,Agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,5,3,5b7ab1cc1fdece4fedb8fe7b6582e0d3b2adbac8dce18df3413fd152471d2320,Pass,5,3
2026-04-10 12:09:36,2026-04-10 12:55:02,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video B (right),Agree,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Agree,Disagree,Disagree,Somewhat disagree,Disagree,Agree,Strongly agree,Agree,Agree,Strongly Disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,4,3,6d5396104c803f08d1864da0f2d42ac6244ed5f76209ddabaaabd09f344fc643,Pass,4,3
2026-04-10 12:16:15,2026-04-10 12:55:06,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,5,3,dbca1ca3379089ccf211c8c701ef5d26348b551664479c299c89ecf579176484,Pass,5,3
2026-04-10 12:18:23,2026-04-10 12:56:10,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Somewhat agree,Agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,5,3,4119502d49b034a3190773e6b4026a2c4b4faeb0c4c3664d7d8778c2b31ca7c9,Pass,5,3
2026-04-10 12:17:06,2026-04-10 12:56:30,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,5,3,9a783c81c3b78d481c314545d03777ef80f6cb3adc27dce3e3f661cb908c8c47,Pass,5,3
2026-04-10 12:10:27,2026-04-10 12:59:14,Yes,,Yes,Video A (left),Video B (right),Video A (left),Video A (left),Video A (left),Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Strongly Disagree,Agree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,4,3,5f56b26cb818dc6a01c90ea4ed576b24bacd63685773fb1c63fb7c24123b2c00,Pass,4,3
2026-04-10 12:16:35,2026-04-10 12:59:31,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,5,3,7b316e4a70ed96eef4d9168eaf75443cbdffd0aba013f838e2a96fd15835237c,Pass,5,3
2026-04-10 12:22:56,2026-04-10 13:01:33,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,5,3,835d9aecaa3d680581df875b3571b0cb84d1030e8799034b107c72ac9bdedd9c,Pass,5,3
2026-04-10 12:27:04,2026-04-10 13:04:31,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,5,3,9c48e3504bad37deb6a87218f6e7c381ef174bd4ccd4797eb95647179d84aee9,Pass,5,3
2026-04-10 12:23:15,2026-04-10 13:05:02,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,5,3,d8e0f19117b2b150b8fcb87c7576a8428caa7ab01d4bdf446707ff5faa21d904,Pass,5,3
2026-04-10 12:26:20,2026-04-10 13:05:13,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Agree,Neither agree nor disagree,Agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,5,3,f5ea0885d0681a7b086dd938459f208330917aff71a9b2c954ed2014417a4d0c,Pass,5,3
2026-04-10 12:27:17,2026-04-10 13:06:48,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,5,3,00baf33821d3488406d563d2b0e8ca14efa52d26913390402cb65ed5f64a775c,Pass,5,3
2026-04-10 12:42:38,2026-04-10 13:22:15,Yes,,Yes,Video B (right),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Agree,Agree,Agree,Disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Disagree,Somewhat disagree,4,3,c268c4e3df8b3df98742827ff984ab519dd4ded1723edfa9992cc706b5c2b3e2,No File,4,3
2026-04-10 12:37:56,2026-04-10 13:25:07,Yes,Yes,,Video B (right),Video B (right),Video B (right),Video A (left),Video A (left),Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Disagree,Agree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,4,3,af4ae881c4d2fc85bd8c7b2ec545b2a7f79bf95c22d61823f5d952a5f75f53a9,Pass,4,3
2026-04-10 12:57:14,2026-04-10 13:25:05,Yes,Yes,,Video B (right),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,4,3,311bdb49b701cd302680522c488458510217d84c2e3c1064a588a7b7bcecb03a,Pass,4,3
2026-04-10 12:36:46,2026-04-10 13:26:07,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Strongly Disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat disagree,Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,5,3,417650dfec910965640e4322c716098093bcd4d267145ab9e350b16f0bbd9d70,Pass,5,3
2026-04-10 12:48:08,2026-04-10 13:30:44,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Strongly agree,5,3,e5b6cb8d603dd649055196310b74940db7f022dda23fa51f486bfcb2fbba1538,Pass,5,3
2026-04-10 12:44:19,2026-04-10 13:35:26,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly Disagree,Agree,Strongly agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Strongly agree,5,3,1426194cda9537df95523713bbd159da6bc36b8aa753d0ad3f3a8e65c51da447,Pass,5,3
2026-04-10 12:51:46,2026-04-10 13:38:29,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video B (right),Video A (left),Disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Strongly agree,4,3,4d685cd9cb563b1cf8835acb1eb621c4d19d3079b4a52ad1f65207995d6a8a8b,Pass,4,3
2026-04-10 12:49:53,2026-04-10 13:38:42,Yes,,Yes,Video B (right),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Disagree,Somewhat disagree,Agree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,4,3,e079613320fb3ff7bb0a49b360dd3ddf4bcf085a80f21d9f77d2556ae73bb7b0,Pass,4,3
2026-04-10 13:27:47,2026-04-10 13:50:41,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,5,3,f3ff96f5daee08da98a3952dae809dab8aeabb214d9a5c2c1c9f9ecd47eb74e7,Pass,5,3
2026-04-10 13:24:42,2026-04-10 14:06:36,Yes,,Yes,Video A (left),Video B (right),Video A (left),Video A (left),Video A (left),Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,4,3,7ae9ec4376f913bd5b2adf7278894749f7d3a85830badaf761eb76cd7165e327,Pass,4,3
2026-04-10 13:22:04,2026-04-10 14:09:59,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,5,3,942dcfc11afaa49ed670f2684a08b1d7825458515621057d79735d6d61f895ef,Pass,5,3
2026-04-10 13:10:37,2026-04-10 14:12:42,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Agree,5,3,cbf886c4c91387e2c64cea37582e89fff0d21c31fb8635b5a227c7aafc31d013,Pass,5,3
2026-04-10 13:28:40,2026-04-10 14:13:48,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,5,3,fe73e0f8356f70e89f43c8df1f594302ae3af1cbee06850aad242bd5f7bc8984,Pass,5,3
2026-04-10 13:27:53,2026-04-10 14:14:27,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat agree,5,3,776cf53964cdec7b2de6afcd659e94f28aa2cc38f2a5a708d62138217e1f78b6,No File,5,3
